FAC_NAME,DISTRICT,FACILITY,PHONE,BOX_NO,FAX,DIST_DHO,TIME,X,Y,CO_ORDINAT,NEAR_FAC,DATE_APPR,ROAD,NO_BED,OCCUP_RATE,DAT_CONSTR,FUNDEDBY,OWNER,POPULATION,NO_OP,NO_BIRTH_,PLAN_DHO,PLAN_MOW,DONATION,PERC_DONA,BUDG_APPRO,BUDG_ACT,COST_ACT,DIFFER_BY,REVENUE,FACODE,OBJECTID,IFDCMAP,LATITUDE,LONGITUDE,BUSI_DESCR,BUSI_NAME,ADDRESS,TA_VILLAGE,EPA,ID_ACC,POINTID
NSIYALUDZU,NTCHEU,DISPENSARY/MATERNITY,"545485",BOX 227 BALAKA,,,42min,34.875278,-14.936944,14 56 13 - 34 52,"12",1998/09/29,TAR/DIRT - GOOD,"8","12","1977",,MOH,"12515","0","300","0","1",,"0",0.00,0.00,0.00,,0.00,"586","0",,0.00000000000,0.00000000000,,,,,,"152","152"
NZAMA,NTCHEU,DISPENSARY/MATERNITY,,BOX 221 NTCHEU,,,32min,34.585556,-14.893333,14 53 36 - 34 35,"2",1998/09/30,DIRT - POOR,"18","22","1967",CATHOLIC CHURCH,CHAM,"8392","9125","600","0","0",,"0",0.00,0.00,0.00,,0.00,"588","0",,0.00000000000,0.00000000000,,,,,,"153","153"
SENZANI,NTCHEU,DISPENSARY/MATERNITY,,BOX 12 SENZANI,,,1hr 1min,34.857500,-15.078611,15 04 43 - 34 51,,1998/09/30,TAR/DIRT - GOOD,"10","0","1992",SEVENTH DAY ADVENTIS,CHAM,"0","5475","216","0","0",,"0",0.00,0.00,0.00,,120000.00,"589","0",,0.00000000000,0.00000000000,,,,,,"154","154"
SHARPE VALE,NTCHEU,DISPENSARY/MATERNITY,,PVT BAG 13 SHARPE VAL,,,1hr 15min,34.737500,-14.610833,14 36 39 - 34 44,"7",1998/09/29,TAR - GOOD,"6","83",,CATHOLIC CHURCH,CHAM,"23569","73000","336","0","0",,"0",0.00,0.00,0.00,,42000.00,"590","0",,0.00000000000,0.00000000000,,,,,,"155","155"
TSANGANO,NTCHEU,DISPENSARY/MATERNITY,,BOX 12 TSANGANO,,,1hr 40min,34.611667,-15.173611,15 10 25 - 34 36,,1998/09/30,DIRT - POOR,"22","50",,CATHOLIC CHURCH,CHAM,"14747","16425","600","0","0",,"0",0.00,0.00,0.00,,36000.00,"591","0",,0.00000000000,0.00000000000,,,,,,"156","156"
BOWE,DOWA,DISPENSARY/MATERNITY,,BOX 139 MADISI,,"76.4",2hr,33.683056,-13.275278,13 16 31 - 33 40,"17",1997/03/28,DIRT - GOOD,"8","0","1985",MOH,MOH,"14437","26074","150","0","1",,"0",0.00,0.00,0.00,,0.00,"62","0",,0.00000000000,0.00000000000,,,,,,"157","157"
CHAKAZA,DOWA,DISPENSARY/MATERNITY,,BOX 96 MADISI,,"70.2",1hr 45min,33.649444,-13.445556,13 26 44 - 33 38,"8",1997/03/28,TAR - GOOD,"10","10","1993",MOH,MOH,"15000","18884","170","0","1",,"0",0.00,0.00,0.00,,0.00,"63","0",,0.00000000000,0.00000000000,,,,,,"158","158"
CHANKHUNGU,DOWA,DISPENSARY/MATERNITY,,BOX 89 CHANKHUNGU,,"21",30min,34.014444,-13.764722,13 45 53 - 34 00,"3",1997/03/27,TAR/DIRT - FAIR,"10","30","1984",UNCDF,MOH,"18465","9597","315","0","1",,"0",0.00,0.00,0.00,,0.00,"64","0",,0.00000000000,0.00000000000,,,,,,"159","159"
CHEZI,DOWA,DISPENSARY,,BOX 33 MVERA,,"24",35min,34.036667,-13.725278,13 43 31   34 02,"3",1997/03/27,TAR/DIRT - FAIR,"70","119","1996",MANOS UNIDAS,CHAM,"250000","23663","0","0","0",,"0",0.00,0.00,0.00,,36000.00,"65","0",,0.00000000000,0.00000000000,,,,,,"160","160"
AREA 18,LILONGWE,URBAN HEALTH CENTRE,"730285",BOX 1274 LILONGWE,,,,33.780556,-13.940556,13 56 26 - 33 46,,1998/07/23,TAR - GOOD,"0","0","1977",,MOH,"27100","54750","0","0","1",,"0",0.00,0.00,0.00,,0.00,"654","0",,0.00000000000,0.00000000000,,,,,,"161","161"
AREA 25,LILONGWE,URBAN HEALTH CENTRE,"765029",BOX 40131 KANENGO,,,,33.773611,-13.892222,13 53 32 - 33 46,,1998/07/23,TAR - GOOD,"15","166","1979",,MOH,"79355","164250","1800","0","1",,"0",0.00,0.00,0.00,,0.00,"655","0",,0.00000000000,0.00000000000,,,,,,"162","162"
AREA 30 - POLICE,LILONGWE,DISPENSARY,"730349",PVT BAG 305 LILONGWE,,"6",,33.784167,-13.927500,13 55 39 - 33 47,,1998/07/23,TAR - GOOD,"0","0",,MALAWI POLICE,POLICE,"4000","73000","0","0","1",,"0",0.00,0.00,0.00,,0.00,"656","0",,0.00000000000,0.00000000000,,,,,,"163","163"
AUCTION HOLDINGS,LILONGWE,DISPENSARY,"765377",BOX 40035 LILONGWE,,,,33.798056,-13.890833,13 53 27 - 33 47,,1998/07/27,TAR - GOOD,"0","0","1995",AUCTION HOLDINGS,PVT,"2000","73000","0","0","0",,"0",0.00,0.00,0.00,,0.00,"657","0",,0.00000000000,0.00000000000,,,,,,"164","164"
FALLS BLM,LILONGWE,DISPENSARY,"822630",BOX 1854 LILONGWE,,,,33.779722,-13.996111,13 59 46 - 33 46,,1998/12/04,TAR - GOOD,"0","0","1995",BRITISH GOVERNMENT,BLM,"0","29200","0","0","0",,"0",0.00,0.00,0.00,,0.00,"658","0",,0.00000000000,0.00000000000,,,,,,"165","165"
LILONGWE 1 BLM,LILONGWE,DISPENSARY,"732297",BOX 1854 LILONGWE,,,,33.799722,-13.990833,13 59 27 - 33 47,,1998/07/29,TAR - GOOD,"0","0","1997",BRITISH GOVERNMENT,BLM,"0","10950","0","0","0",,"0",0.00,0.00,0.00,,0.00,"659","0",,0.00000000000,0.00000000000,,,,,,"166","166"
CHINKHWILI,DOWA,DISPENSARY/MATERNITY,,BOX 56 MPONELLA,,"59.4",1hr 36min,33.729444,-13.374167,13 22 27 - 33 43,"17",1997/03/28,TAR/DIRT - FAIR,"10","10","1986",UNCDF,MOH,"40000","22403","171","0","1",,"0",0.00,0.00,0.00,,0.00,"66","0",,0.00000000000,0.00000000000,,,,,,"167","167"
BUNDA,LILONGWE,DISPENSARY,"277222,364",BOX 2190 LILONGWE,,,33min,33.775556,-14.180556,14 10 50 - 33 46,,1998/08/03,TAR - GOOD,"0","0",,,PVT,"0","109500","0","0","1",,"0",0.00,0.00,0.00,,0.00,"661","0",,0.00000000000,0.00000000000,,,,,,"168","168"
DR CARATELLA,LILONGWE,DISPENSARY,"744891",BOX 19 LILONGWE,"744015",,,33.775556,-13.990278,13 59 25 - 33 46,,1998/07/22,TAR - GOOD,"0","0","1987",PRIVATE,PVT,"0","10950","0","0","0",,"0",0.00,0.00,0.00,,0.00,"662","0",,0.00000000000,0.00000000000,,,,,,"169","169"
CHIUNJIZA,LILONGWE,DISPENSARY/MATERNITY,,BOX 272 MITUNDU,,,1hr 7min,33.668889,-14.405556,14 24 20 - 33 40,"18",1998/08/03,DIRT - FAIR,"11","18","1989",WORLD VISION,MOH,"19213","27375","420","0","1",,"0",0.00,0.00,0.00,,0.00,"663","0",,0.00000000000,0.00000000000,,,,,,"170","170"
CHIFUNDO,LILONGWE,DISPENSARY,,BOX 20561 KAWALE,,,,33.801944,-13.986944,13 59 13 - 33 48,,1998/07/29,TAR - GOOD,"0","0","1998",PRIVATE,PVT,"0","5475","0","0","0",,"0",0.00,0.00,0.00,,360000.00,"664","0",,0.00000000000,0.00000000000,,,,,,"171","171"
CHIKOWA,LILONGWE,DISPENSARY/MATERNITY,,BOX 5 KASIYA,,,1hr 21min,33.457778,-13.729167,13 43 45 - 33 27,"17",1998/07/24,DIRT - FAIR,"8","62","1974",,MOH,"60000","73000","720","0","1",,"0",0.00,0.00,0.00,,0.00,"665","0",,0.00000000000,0.00000000000,,,,,,"172","172"
CHILEKA,LILONGWE,DISPENSARY,"274236",BOX 25 NAMITETE,,,38min,33.384722,-14.020556,14 01 14 - 33 23,"10",1998/07/28,TAR - GOOD,"8","0","1977",,MOH,"112282","18250","0","0","1",,"0",0.00,0.00,0.00,,0.00,"666","0",,0.00000000000,0.00000000000,,,,,,"173","173"
CHIMBALANGA,LILONGWE,DISPENSARY/MATERNITY,,BOX 84 NKHOMA,,,1hr 15min,34.123889,-13.936111,13 56 10 - 34 07,"25",1998/07/30,DIRT - FAIR,"8","0","1993",KFW,MOH,"22886","14600","300","0","1",,"0",0.00,0.00,0.00,,0.00,"667","0",,0.00000000000,0.00000000000,,,,,,"174","174"
CHITEDZE,LILONGWE,DISPENSARY/MATERNITY,,BOX 158 LILONGWE,,,25min,33.645000,-13.976111,13 58 34 - 33 38,,1998/07/24,TAR/DIRT - FAIR,"13","46","1992",,MOH,"45000","73000","960","0","1",,"0",0.00,0.00,0.00,,0.00,"668","0",,0.00000000000,0.00000000000,,,,,,"175","175"
CHIWAMBA,LILONGWE,DISPENSARY/MATERNITY,,BOX 25 CHIWAMBA,,,48min,33.928056,-13.856944,13 51 25 - 33 55,"25",1998/07/27,TAR/DIRT - FAIR,"13","0","1982",KFW & LG,MOH/LG,"61000","109500","600","0","1",,"0",0.00,0.00,0.00,,24000.00,"669","0",,0.00000000000,0.00000000000,,,,,,"176","176"
CHISEPO,DOWA,DISPENSARY/MATERNITY,,PA CHISEPO,,"79.3",2hr 6min,33.471389,-13.631111,13 37 52 - 33 28,"24.4",1997/03/29,DIRT - GOOD,"10","10","1990",MOH,MOH/LG,"0","46252","276","0","1",,"0",0.00,0.00,0.00,,0.00,"67","0",,0.00000000000,0.00000000000,,,,,,"177","177"
CHIWE,LILONGWE,DISPENSARY/MATERNITY,,BOX 18 NYANJA,,,48min,33.397778,-13.907222,13 54 26 - 33 23,"10",1998/07/28,DIRT - POOR,"7","0","1995",WORLD VISION,CHAM,"5000","1500","240","0","0",,"0",0.00,0.00,0.00,,0.00,"670","0",,0.00000000000,0.00000000000,,,,,,"178","178"
CITY CENTRE CLINIC,LILONGWE,DISPENSARY,"782154",PVT BAG 306 LILONGWE,,,,33.791944,-13.957778,13 57 28 - 33 47,,1998/07/22,TAR - GOOD,"0","0","1991",PRIVATE,PVT,"0","43800","0","0","0",,"0",0.00,0.00,0.00,,0.00,"671","0",,0.00000000000,0.00000000000,,,,,,"179","179"
DIAMPHWE,LILONGWE,DISPENSARY/MATERNITY,,BOX 1294 LILONGWE,,,1hr 10min,34.081944,-14.134444,14 08 04 - 34 04,,1998/07/30,TAR - GOOD,"10","10","1985",KFW,MOH,"17193","36500","288","0","1",,"0",0.00,0.00,0.00,,0.00,"672","0",,0.00000000000,0.00000000000,,,,,,"180","180"
DICKSON,LILONGWE,DISPENSARY/MATERNITY,,BOX 80 SINYALA,,,43min,33.658889,-14.266389,14 15 59 - 33 39,"12",1998/07/31,DIRT - POOR,"7","14",,,LG,"32868","18250","480","0","1",,"0",0.00,0.00,0.00,,0.00,"673","0",,0.00000000000,0.00000000000,,,,,,"181","181"
DIMON,LILONGWE,DISPENSARY,"765808",BOX 30522 LILONGWE,"781973",,,33.802778,-13.890556,13 53 26 - 33 48,,1998/07/27,TAR - GOOD,"4","0",,DIMON,PVT,"0","21900","0","0","0",,"0",0.00,0.00,0.00,,0.00,"674","0",,0.00000000000,0.00000000000,,,,,,"182","182"
DUWEH,LILONGWE,DISPENSARY,,BOX 33 MITUNDU,,,58min,33.708889,-14.356389,14 21 23 - 33 42,,1998/08/03,TAR - GOOD,"0","0","1998",PRIVATE,PVT,"0","21900","0","0","0",,"0",0.00,0.00,0.00,,24000.00,"675","0",,0.00000000000,0.00000000000,,,,,,"183","183"
DZALANYAMA,LILONGWE,DISPENSARY,,BOX 48 SINYALA,,,1hr,33.443889,-14.249444,14 14 58 - 33 26,"16",1998/07/31,DIRT - POOR,"0","0","1984",FORESTRY,FORESTRY,"29090","5475","0","0","1",,"0",0.00,0.00,0.00,,0.00,"676","0",,0.00000000000,0.00000000000,,,,,,"184","184"
DZENZA,LILONGWE,DISPENSARY/MATERNITY,,BOX 40414 KANENGO,,,,33.746667,-13.875278,13 52 31 - 33 44,"6",1998/07/27,TAR/DIRT - FAIR,"12","0","1991",CSC,CHAM,"15000","9125","336","0","1",,"0",0.00,0.00,0.00,,144000.00,"677","0",,0.00000000000,0.00000000000,,,,,,"185","185"
EUNICE,LILONGWE,DISPENSARY,,BOX 1290 LILONGWE,,,,33.750278,-13.935000,13 56 06 - 33 45,,1998/07/29,TAR - FAIR,"0","0","1991",PRIVATE,PVT,"0","18250","0","0","0",,"0",0.00,0.00,0.00,,0.00,"678","0",,0.00000000000,0.00000000000,,,,,,"186","186"
DR GHOMBA,LILONGWE,DISPENSARY,"743656",BOX 1094 LILONGWE,"744053",,,33.773611,-13.988333,13 59 18 - 33 46,,1998/07/22,TAR - GOOD,"0","0","1983",PRIVATE,PVT,"0","7300","0","0","0",,"0",0.00,0.00,0.00,,0.00,"679","0",,0.00000000000,0.00000000000,,,,,,"187","187"
GIKA,LILONGWE,DISPENSARY,"765853",BOX 40185 LILONGWE,,,,33.763889,-13.896389,13 53 47 - 33 45,"3.5",1998/07/27,TAR - GOOD,"0","0","1993",PRIVATE,PVT,"15000","5110","0","0","0",,"0",0.00,0.00,0.00,,0.00,"680","0",,0.00000000000,0.00000000000,,,,,,"188","188"
KABUDULA,LILONGWE,PRIMARY HEALTH CENTRE,,BOX 1 NSALU,,,1hr 4min,33.449167,-13.819167,13 49 09 - 33 26,"8",1998/07/24,DIRT - POOR,"27","26","1954",MOH,MOH,"50200","73000","520","0","0",,"0",0.00,0.00,0.00,,0.00,"681","0",,0.00000000000,0.00000000000,,,,,,"189","189"
KAMUZU BARRACKS,LILONGWE,DISPENSARY/MATERNITY,"732900",PVT BAG 53 LILONGWE,,,,33.820278,-13.981389,13 58 53 - 33 49,,1998/07/29,TAR - GOOD,"41","41","1979",ARMY,ARMY,"0","36500","156","0","1",,"0",0.00,0.00,0.00,,0.00,"682","0",,0.00000000000,0.00000000000,,,,,,"190","190"
KANENGO ADMARC,LILONGWE,DISPENSARY,"765111",BOX 5 LILONGWE,,,,33.806944,-13.977500,13 58 39 - 33 48,,1998/07/27,TAR - POOR,"0","0","1980",ADMARC,PVT,"1500","27375","0","0","0",,"0",0.00,0.00,0.00,,0.00,"683","0",,0.00000000000,0.00000000000,,,,,,"191","191"
KANGOMA,LILONGWE,DISPENSARY/MATERNITY,,BOX 1274 LILONGWE,,,30min,33.881667,-13.978611,13 58 43 - 33 52,"5",1998/12/04,DIRT - FAIR,"7","28","1991",MOH,MOH,"32000","36500","192","0","1",,"0",0.00,0.00,0.00,,0.00,"684","0",,0.00000000000,0.00000000000,,,,,,"192","192"
KATCHALE,LILONGWE,DISPENSARY/MATERNITY,,BOX 7 MITUNDU,,,1hr 5min,33.907778,-14.283889,14 17 02 - 33 54,"5",1998/08/03,DIRT - POOR,"9","22","1978",,MOH,"16180","91250","300","0","1",,"0",0.00,0.00,0.00,,0.00,"685","0",,0.00000000000,0.00000000000,,,,,,"193","193"
KAWALE,LILONGWE,URBAN HEALTH CENTRE,"731286",PVT BAG 201 KAWALE,,,,33.797222,-13.991667,13 59 30 - 33 47,,1998/07/29,TAR/DIRT - FAIR,"0","0","1976",,MOH,"0","80300","0","0","1",,"0",0.00,0.00,0.00,,0.00,"686","0",,0.00000000000,0.00000000000,,,,,,"194","194"
KHAMA,LILONGWE,DISPENSARY/MATERNITY,,BOX 1900 LILONGWE,,,,33.816111,-14.062222,14 00 24 - 33 48,,1998/12/04,DIRT - FAIR,"2","0","1995",PRIVATE,PVT,"0","7300","108","0","0",,"0",0.00,0.00,0.00,,0.00,"687","0",,0.00000000000,0.00000000000,,,,,,"195","195"
KHASU,LILONGWE,DISPENSARY/MATERNITY,,BOX 519 LILONGWE,,,1hr 25min,33.313611,-13.798611,13 47 55 - 33 18,"7",1998/07/24,DIRT - FAIR,"2","100","1974",CHAMWABVI,PVT,"26779","15360","0","0","0",,"0",0.00,0.00,0.00,,20000.00,"688","0",,0.00000000000,0.00000000000,,,,,,"196","196"
KHONGONI,LILONGWE,DISPENSARY/MATERNITY,,BOX 140 KASIYA,,,59min,33.366944,-13.774722,13 46 29 - 33 22,"10",1998/07/24,DIRT - FAIR,"4","25",,LGOVT,LG,"28260","21900","330","0","0",,"0",0.00,0.00,0.00,,35000.00,"689","0",,0.00000000000,0.00000000000,,,,,,"197","197"
DZELEKA REF CAMP,DOWA,DISPENSARY,,BOX 16 DOWA,,"10",25min,33.868333,-13.663889,13 39 50 - 33 52,"10",1997/03/04,DIRT - POOR,"0","0","1960",MALAWI POLICE,MOH,"1664","23443","0","0","0",,"0",0.00,0.00,0.00,,0.00,"69","0",,0.00000000000,0.00000000000,,,,,,"198","198"
LIKA,LILONGWE,DISPENSARY,"274215",PVT BAG 12 NAMITETE,,,1hr,33.365556,-14.021944,14 01 19 - 33 21,,1998/07/28,TAR - GOOD,"0","0","1998",PRIVATE,PVT,"0","10950","0","0","0",,"0",0.00,0.00,0.00,,60000.00,"690","0",,0.00000000000,0.00000000000,,,,,,"199","199"
LIMBE LEAF,LILONGWE,DISPENSARY,"765355",BOX 4044 KANENGO,"765889",,,33.802500,-13.892778,13 53 34 - 33 48,,1998/07/27,TAR - FAIR,"0","0","1989",LIMBE LEAF,PVT,"2200","3650","0","0","0",,"0",0.00,0.00,0.00,,0.00,"694","0",,0.00000000000,0.00000000000,,,,,,"200","200"
DR LORGAT,LILONGWE,DISPENSARY,"741453",BOX 240 LILONGWE,"743848",,,33.776944,-13.989722,13 59 23 - 33 46,,1998/07/22,TAR - GOOD,"0","0","1972",PRIVATE,PVT,"0","3650","0","0","0",,"0",0.00,0.00,0.00,,0.00,"695","0",,0.00000000000,0.00000000000,,,,,,"201","201"
LUMBADZI,LILONGWE,URBAN HEALTH CENTRE,"760528",BOX 11 LUMBADZI,,,33min,33.805278,-13.771111,13 46 16 - 33 48,"10",1998/07/27,TAR - GOOD,"12","58","1986",MOH,MOH,"47960","146000","960","0","1",,"0",0.00,0.00,0.00,,0.00,"696","0",,0.00000000000,0.00000000000,,,,,,"202","202"
MADALITSO,LILONGWE,DISPENSARY,"732471",BOX 31133 LILONGWE,,,,33.812500,-13.999722,13 59 59 - 33 48,,1998/12/04,DIRT - FAIR,"0","0","1997",PRIVATE,PVT,"0","14600","0","0","0",,"0",0.00,0.00,0.00,,0.00,"697","0",,0.00000000000,0.00000000000,,,,,,"203","203"
MALANGALANGA ADMARC,LILONGWE,DISPENSARY,"744675",BOX 5 LILONGWE,"742845",,,33.770833,-14.001667,14 00 06 - 33 46,,1998/12/04,TAR - GOOD,"0","0","1960",ADMARC,PVT,"0","54750","0","0","0",,"0",0.00,0.00,0.00,,0.00,"698","0",,0.00000000000,0.00000000000,,,,,,"204","204"
MALINGUNDE,LILONGWE,DISPENSARY/MATERNITY,SINYALA 2,BOX 15 SINYALA,,,31min,33.638889,-14.168889,14 10 08 - 33 38,,1998/07/31,DIRT - FAIR,"16","12","1979",CSC,CHAM,"40535","25550","0","0","1",,"0",0.00,0.00,0.00,,150000.00,"699","0",,0.00000000000,0.00000000000,,,,,,"205","205"
DZOLE,DOWA,DISPENSARY/MATERNITY,,BOX 56 MPONELLA,,"54.8",1hr 22min,33.661667,-13.581111,13 34 52 - 33 39,"15",1997/03/30,DIRT - POOR,"10","0","1985",MOH,MOH,"12997","13369","136","0","1",,"0",0.00,0.00,0.00,,0.00,"70","0",,0.00000000000,0.00000000000,,,,,,"206","206"
MALUWA,LILONGWE,DISPENSARY/MATERNITY,,BOX 7 MITUNDU,,,57min,33.873333,-14.262778,14 15 46 - 33 52,"6",1998/08/03,DIRT - POOR,"7","0",,LGOVT,LG,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"700","0",,0.00000000000,0.00000000000,,,,,,"207","207"
MATAPILA,LILONGWE,DISPENSARY/MATERNITY,,BOX 14 MKUZA,,,1hr,33.975000,-14.011389,14 00 41 - 33 58,"15",1998/08/30,DIRT - FAIR,"10","50","1992",KFW,MOH/LG,"26184","27375","240","0","1",,"0",0.00,0.00,0.00,,15000.00,"701","0",,0.00000000000,0.00000000000,,,,,,"208","208"
MBABZI,LILONGWE,DISPENSARY,"723707",BOX 50 LILONGWE,,,42min,33.670833,-13.927778,13 55 40 - 33 40,,1998/07/24,DIRT - FAIR,"1","0",,PRIVATE,PVT,"23000","54750","0","0","0",,"0",0.00,0.00,0.00,,0.00,"702","0",,0.00000000000,0.00000000000,,,,,,"209","209"
M'BANGOMBE 1,LILONGWE,DISPENSARY/MATERNITY,,BOX 54 LUMBADZI,,,48min,33.714167,-13.736944,13 44 13 - 33 42,"7",1998/07/27,DIRT - POOR,"7","14","1990",LGOVT,LG,"7407","27375","240","0","0",,"0",0.00,0.00,0.00,,15600.00,"703","0",,0.00000000000,0.00000000000,,,,,,"210","210"
M'BANGOMBE 2,LILONGWE,DISPENSARY/MATERNITY,,BOX 386 NAMITETE,,,1hr 35min,33.378056,-14.170000,14 10 12 - 33 22,,1998/07/31,DIRT - FAIR,"7","42","1995",KFW,MOH,"10990","0","240","0","1",,"0",0.00,0.00,0.00,,0.00,"704","0",,0.00000000000,0.00000000000,,,,,,"211","211"
MBWATALIKA,LILONGWE,DISPENSARY/MATERNITY,,BOX 50 MPINGO,,,43min,33.550000,-14.003611,14 00 13 - 33 33,"10",1998/07/28,TAR - GOOD,"7","0","1993",WORLD VISION,CHAM,"0","7300","300","0","0",,"0",0.00,0.00,0.00,,12000.00,"705","0",,0.00000000000,0.00000000000,,,,,,"212","212"
MEDICAL RESCUE SERV,LILONGWE,DISPENSARY,"730389",BOX 30666 LILONGWE,"731807",,,33.810000,-13.931389,13 55 53 - 33 48,,1998/07/22,TAR - GOOD,"4","0","1996",PRIVATE,PVT,"0","5475","5","0","0",,"0",0.00,0.00,0.00,,0.00,"706","0",,0.00000000000,0.00000000000,,,,,,"213","213"
MING'ONGO,LILONGWE,DISPENSARY/MATERNITY,,BOX 25 NAMITETE,,,1hr 5min,33.447778,-14.075278,14 04 31 - 33 26,"4",1998/07/28,TAR/DIRT - GOOD,"8","0","1973",LAND DEVELOPMENT,MOH,"16693","36500","372","0","1",,"0",0.00,0.00,0.00,,0.00,"707","0",,0.00000000000,0.00000000000,,,,,,"214","214"
MITUNDU,LILONGWE,PRIMARY HEALTH CENTRE,"277203",BOX 7 MITUNDU,,,42min,33.773889,-14.248333,14 14 54 - 33 46,"1",1998/08/03,DIRT - FAIR,"43","56","1978",MOH,MOH,"85000","91250","1440","0","1",,"0",0.00,0.00,0.00,,0.00,"708","0",,0.00000000000,0.00000000000,,,,,,"215","215"
MLALE,LILONGWE,PRIMARY HEALTH CENTRE,,BOX 74 LILONGWE,,,55min,33.756111,-14.230833,14 13 51 - 33 45,"5",1998/08/03,DIRT - FAIR,"65","78","1948",CATHOLIC CHURCH,CHAM,"86000","25550","1080","0","0",,"0",0.00,0.00,0.00,,360000.00,"709","0",,0.00000000000,0.00000000000,,,,,,"216","216"
KAYEMBE,DOWA,DISPENSARY/MATERNITY,,BOX 24 NAMBUMA,,"64.5",1hr 43min,33.584167,-13.638056,13 38 17 - 33 35,"15",1997/03/28,DIRT - POOR,"10","30","1993",MOH,MOH,"12400","18369","504","0","1",,"0",0.00,0.00,0.00,,0.00,"71","0",,0.00000000000,0.00000000000,,,,,,"217","217"
MLODZA,LILONGWE,DISPENSARY,"732052",BOX 20230 LILONGWE,,,,33.817500,-14.007222,14 00 26 - 33 49,,1998/12/04,DIRT - FAIR,"0","0","1991",SEVENTH DAY ADVENTIS,PVT,"0","7300","0","0","0",,"0",0.00,0.00,0.00,,0.00,"710","0",,0.00000000000,0.00000000000,,,,,,"218","218"
MTAMBO,LILONGWE,DISPENSARY,"765439",BOX 40154 KANENGO,,,,33.765556,-13.888889,13 53 20 - 33 45,"1",1998/07/27,TAR - GOOD,"0","0","1994",PRIVATE,PVT,"15000","3650","0","0","0",,"0",0.00,0.00,0.00,,0.00,"711","0",,0.00000000000,0.00000000000,,,,,,"219","219"
MTENTHELA,LILONGWE,DISPENSARY/MATERNITY,,BOX 4 MPUNA,,,52min,34.005833,-14.108056,14 06 29 - 34 00,"15",1998/08/30,TAR - GOOD,"11","27","1986",KFW,MOH,"13865","36500","144","0","1",,"0",0.00,0.00,0.00,,0.00,"712","0",,0.00000000000,0.00000000000,,,,,,"220","220"
NAMBUMA,LILONGWE,PRIMARY HEALTH CENTRE,"286287",BOX 42 NAMBUNA,,,1hr 15min,33.558056,-13.726111,13 43 34 - 33 33,"15",1998/07/29,DIRT - GOOD,"43","56","1938",CATHOLIC CHURCH,CHAM,"29000","14600","600","0","0",,"0",0.00,0.00,0.00,,100000.00,"713","0",,0.00000000000,0.00000000000,,,,,,"221","221"
NATHENJE,LILONGWE,DISPENSARY/MATERNITY,"723008",BOX 44 NATHENJE,,,30min,33.907778,-14.085000,14 05 06 - 33 54,"5",1998/07/30,TAR/DIRT - FAIR,"10","10","1977",WORLD BANK,MOH,"90000","54750","480","0","1",,"0",0.00,0.00,0.00,,0.00,"714","0",,0.00000000000,0.00000000000,,,,,,"222","222"
NDAULA,LILONGWE,DISPENSARY/MATERNITY,,BOX 25 NAMITETE,,,31min,33.508056,-14.138611,14 08 19 - 33 30,"5",1998/07/31,DIRT - POOR,"18","11","1990",CSC,MOH,"12400","36500","444","0","1",,"0",0.00,0.00,0.00,,0.00,"715","0",,0.00000000000,0.00000000000,,,,,,"223","223"
NGONI,LILONGWE,DISPENSARY/MATERNITY,,BOX 7 NDEZA,,,40min,33.640000,-13.775000,13 46 30 - 33 38,"5",1998/07/29,DIRT - GOOD,"6","0","1974",,LG,"9647","12775","360","0","0",,"0",0.00,0.00,0.00,,18000.00,"716","0",,0.00000000000,0.00000000000,,,,,,"224","224"
NSARU,LILONGWE,DISPENSARY/MATERNITY,,BOX 1 NSARU,,,1hr 20min,33.505000,-13.885278,13 53 07 - 33 30,,1998/07/24,,"10","60","1977",,MOH,"40000","73000","456","0","1",,"0",0.00,0.00,0.00,,0.00,"718","0",,0.00000000000,0.00000000000,,,,,,"225","225"
NTHONDO,LILONGWE,DISPENSARY/MATERNITY,,BOX 25 NAMITETE,,,1hr 15min,33.448611,-14.031389,14 01 53 - 33 26,"6",1998/07/28,DIRT - FAIR,"8","0","1993",,MOH,"24641","43800","96","0","1",,"0",0.00,0.00,0.00,,0.00,"719","0",,0.00000000000,0.00000000000,,,,,,"226","226"
REDS,LILONGWE,DISPENSARY,,BOX 1644 LILONGWE,,,,33.805833,-13.988889,13 59 20 - 33 48,,1998/12/04,DIRT - FAIR,"0","0","1990",PRIVATE,PVT,"0","5475","0","0","0",,"0",0.00,0.00,0.00,,250000.00,"720","0",,0.00000000000,0.00000000000,,,,,,"227","227"
SEVENTH,LILONGWE,DISPENSARY,,BOX 1022 LILONGWE,,,,33.817778,-14.007222,14 00 26 - 33 49,,1998/12/04,DIRT - FAIR,"0","0","1998",PRIVATE,PVT,"0","12775","0","0","0",,"0",0.00,0.00,0.00,,0.00,"721","0",,0.00000000000,0.00000000000,,,,,,"228","228"
SOUTHERN BOTTLERS,LILONGWE,DISPENSARY,"765077",PVT BAG 1 KANENGO,"730431",,,33.796667,-13.901111,13 54 04 - 33 47,,1998/07/27,TAR - FAIR,"0","0","1993",PRIVATE,PVT,"770","10950","0","0","0",,"0",0.00,0.00,0.00,,0.00,"722","0",,0.00000000000,0.00000000000,,,,,,"229","229"
